municipio,region,tipo_cultivo,etapa_cultivo,temperatura,humedad_ambiental,probabilidad_lluvia,lluvia_acumulada,velocidad_viento,radiacion_uv,humedad_suelo,tipo_suelo,ultimo_riego,dias_desde_siembra,historial_plagas,temporada_ano,altitud_aproximada,requiere_riego,riesgo_plaga,riesgo_climatico,cultivo_recomendado_zona,prioridad_alerta,recomendacion_agricola
Orizaba,Montanas,Fresa,floracion,21.7,90.1,89.6,227.4,28.9,10.0,92.0,franco_humifero,1,108,alto,lluvias,1236,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Chayote,floracion,21.7,90.1,89.6,227.4,28.9,10.0,92.0,franco_humifero,2,108,alto,lluvias,1236,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Cana de azucar,floracion,21.8,86.6,87.7,131.7,8.6,5.4,77.77,franco_arcilloso,6,126,alto,lluvias,1236,no,alto,bajo,Cana de azucar,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Fresa,floracion,21.8,86.6,87.7,131.7,8.6,5.4,77.77,franco_humifero,1,126,alto,lluvias,1236,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Chayote,floracion,21.8,86.6,87.7,131.7,8.6,5.4,77.77,franco_humifero,2,126,alto,lluvias,1236,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Cana de azucar,fructificacion,21.7,91.7,89.6,149.2,31.5,7.8,82.7,franco_arcilloso,6,144,alto,lluvias,1236,no,alto,bajo,Cana de azucar,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Fresa,fructificacion,21.7,91.7,89.6,149.2,31.5,7.8,82.7,franco_humifero,1,144,alto,lluvias,1236,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Chayote,fructificacion,21.7,91.7,89.6,149.2,31.5,7.8,82.7,franco_humifero,2,144,alto,lluvias,1236,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Cana de azucar,siembra,19.3,91.7,59.6,250.0,10.6,7.0,92.0,franco_arcilloso,6,162,alto,lluvias,1236,no,alto,bajo,Cana de azucar,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Fresa,siembra,19.3,91.7,59.6,250.0,10.6,7.0,92.0,franco_humifero,1,162,alto,lluvias,1236,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Chayote,siembra,19.3,91.7,59.6,250.0,10.6,7.0,92.0,franco_humifero,2,162,alto,lluvias,1236,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Cana de azucar,siembra,20.5,88.1,67.5,215.2,14.1,9.0,92.0,franco_arcilloso,6,180,alto,lluvias,1236,no,alto,bajo,Cana de azucar,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Fresa,siembra,20.5,88.1,67.5,215.2,14.1,9.0,92.0,franco_humifero,1,180,alto,lluvias,1236,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Chayote,siembra,20.5,88.1,67.5,215.2,14.1,9.0,92.0,franco_humifero,2,180,alto,lluvias,1236,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Cana de azucar,siembra,18.8,73.4,42.0,5.1,16.7,3.3,42.36,franco_arcilloso,8,198,alto,seca,1236,si,alto,bajo,Cana de azucar,alta,Regar por la manana y verificar humedad del suelo.
Orizaba,Montanas,Fresa,siembra,18.8,73.4,42.0,5.1,16.7,3.3,42.36,franco_humifero,3,198,alto,seca,1236,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Chayote,siembra,18.8,73.4,42.0,5.1,16.7,3.3,42.36,franco_humifero,4,198,alto,seca,1236,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Cana de azucar,siembra,19.3,71.1,18.2,48.2,15.4,5.0,49.31,franco_arcilloso,8,216,alto,seca,1236,si,alto,bajo,Cana de azucar,alta,Regar por la manana y verificar humedad del suelo.
Orizaba,Montanas,Fresa,siembra,19.3,71.1,18.2,48.2,15.4,5.0,49.31,franco_humifero,2,216,alto,seca,1236,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Chayote,siembra,19.3,71.1,18.2,48.2,15.4,5.0,49.31,franco_humifero,3,216,alto,seca,1236,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Chile,siembra,24.7,66.3,16.8,31.2,29.7,6.1,44.57,franco_arenoso,3,18,alto,seca,10,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Mango,siembra,24.7,66.3,16.8,31.2,29.7,6.1,44.57,franco_arenoso,11,18,alto,seca,10,si,alto,bajo,Mango,alta,Regar por la manana y verificar humedad del suelo.
Veracruz,Sotavento,Chile,siembra,24.2,65.0,26.9,24.6,23.7,5.3,42.93,franco_arenoso,4,36,alto,seca,10,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Mango,siembra,24.2,65.0,26.9,24.6,23.7,5.3,42.93,franco_arenoso,11,36,alto,seca,10,si,alto,bajo,Mango,alta,Regar por la manana y verificar humedad del suelo.
Veracruz,Sotavento,Chile,crecimiento,28.9,69.7,13.5,33.7,10.0,7.6,46.21,franco_arenoso,3,54,alto,seca,10,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Mango,crecimiento,28.9,69.7,13.5,33.7,10.0,7.6,46.21,franco_arenoso,11,54,alto,seca,10,si,alto,bajo,Mango,alta,Regar por la manana y verificar humedad del suelo.
Veracruz,Sotavento,Chile,crecimiento,30.4,73.2,18.4,46.1,12.8,4.2,49.67,franco_arenoso,3,72,alto,seca,10,si,alto,bajo,Chile,alta,Regar por la manana y verificar humedad del suelo.
Veracruz,Sotavento,Mango,crecimiento,30.4,73.2,18.4,46.1,12.8,4.2,49.67,franco_arenoso,11,72,alto,seca,10,si,alto,bajo,Mango,alta,Regar por la manana y verificar humedad del suelo.
Veracruz,Sotavento,Chile,crecimiento,28.0,87.5,74.0,135.4,12.7,8.9,78.75,franco_arenoso,2,90,alto,lluvias,10,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Mango,crecimiento,28.0,87.5,74.0,135.4,12.7,8.9,78.75,franco_arenoso,9,90,alto,lluvias,10,no,alto,bajo,Mango,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Chile,floracion,27.7,85.6,64.8,176.6,10.6,7.0,85.5,franco_arenoso,2,108,alto,lluvias,10,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Mango,floracion,27.7,85.6,64.8,176.6,10.6,7.0,85.5,franco_arenoso,9,108,alto,lluvias,10,no,alto,bajo,Mango,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Chile,floracion,27.9,84.2,93.3,124.0,19.0,9.6,75.54,franco_arenoso,2,126,alto,lluvias,10,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Mango,floracion,27.9,84.2,93.3,124.0,19.0,9.6,75.54,franco_arenoso,9,126,alto,lluvias,10,no,alto,bajo,Mango,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Chile,fructificacion,31.1,85.0,94.5,205.2,25.3,7.5,90.44,franco_arenoso,2,144,alto,lluvias,10,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Mango,fructificacion,31.1,85.0,94.5,205.2,25.3,7.5,90.44,franco_arenoso,9,144,alto,lluvias,10,no,alto,bajo,Mango,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Chile,siembra,28.4,88.0,76.9,232.0,13.9,8.5,92.0,franco_arenoso,2,162,alto,lluvias,10,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Mango,siembra,28.4,88.0,76.9,232.0,13.9,8.5,92.0,franco_arenoso,9,162,alto,lluvias,10,no,alto,bajo,Mango,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Chile,siembra,26.7,85.3,75.9,221.4,14.5,6.2,92.0,franco_arenoso,2,180,alto,lluvias,10,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Mango,siembra,26.7,85.3,75.9,221.4,14.5,6.2,92.0,franco_arenoso,9,180,alto,lluvias,10,no,alto,bajo,Mango,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Chile,siembra,25.7,67.3,10.5,40.1,17.8,5.7,46.52,franco_arenoso,3,198,alto,seca,10,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Mango,siembra,25.7,67.3,10.5,40.1,17.8,5.7,46.52,franco_arenoso,11,198,alto,seca,10,si,alto,bajo,Mango,alta,Regar por la manana y verificar humedad del suelo.
Veracruz,Sotavento,Chile,siembra,26.5,69.2,13.3,32.0,28.6,6.8,45.73,franco_arenoso,3,216,alto,seca,10,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Veracruz,Sotavento,Mango,siembra,26.5,69.2,13.3,32.0,28.6,6.8,45.73,franco_arenoso,11,216,alto,seca,10,si,alto,bajo,Mango,alta,Regar por la manana y verificar humedad del suelo.
Alvarado,Sotavento,Chile,siembra,26.9,70.5,5.2,29.7,18.1,6.7,45.77,franco_arenoso,3,18,alto,seca,5,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Mango,siembra,26.9,70.5,5.2,29.7,18.1,6.7,45.77,franco_arenoso,11,18,alto,seca,5,si,alto,bajo,Mango,alta,Regar por la manana y verificar humedad del suelo.
Alvarado,Sotavento,Chile,siembra,25.0,69.2,29.1,40.5,16.1,6.4,47.26,franco_arenoso,3,36,alto,seca,5,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Mango,siembra,25.0,69.2,29.1,40.5,16.1,6.4,47.26,franco_arenoso,11,36,alto,seca,5,si,alto,bajo,Mango,alta,Regar por la manana y verificar humedad del suelo.
Alvarado,Sotavento,Chile,crecimiento,27.2,71.7,11.6,31.3,17.5,8.0,46.48,franco_arenoso,3,54,alto,seca,5,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Mango,crecimiento,27.2,71.7,11.6,31.3,17.5,8.0,46.48,franco_arenoso,11,54,alto,seca,5,si,alto,bajo,Mango,alta,Regar por la manana y verificar humedad del suelo.
Alvarado,Sotavento,Chile,crecimiento,30.4,68.4,30.7,6.8,13.1,6.3,40.91,franco_arenoso,4,72,alto,seca,5,si,alto,bajo,Chile,alta,Regar por la manana y verificar humedad del suelo.
Alvarado,Sotavento,Mango,crecimiento,30.4,68.4,30.7,6.8,13.1,6.3,40.91,franco_arenoso,11,72,alto,seca,5,si,alto,bajo,Mango,alta,Regar por la manana y verificar humedad del suelo.
Alvarado,Sotavento,Chile,crecimiento,31.7,88.5,70.2,220.6,8.5,7.8,92.0,franco_arenoso,2,90,alto,lluvias,5,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Mango,crecimiento,31.7,88.5,70.2,220.6,8.5,7.8,92.0,franco_arenoso,9,90,alto,lluvias,5,no,alto,bajo,Mango,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Chile,floracion,31.5,87.5,69.0,260.0,30.8,5.4,92.0,franco_arenoso,2,108,alto,lluvias,5,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Mango,floracion,31.5,87.5,69.0,260.0,30.8,5.4,92.0,franco_arenoso,9,108,alto,lluvias,5,no,alto,bajo,Mango,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Chile,floracion,31.1,82.3,61.1,98.4,24.8,9.4,70.27,franco_arenoso,2,126,alto,lluvias,5,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Mango,floracion,31.1,82.3,61.1,98.4,24.8,9.4,70.27,franco_arenoso,10,126,alto,lluvias,5,si,alto,bajo,Mango,alta,Regar por la manana y verificar humedad del suelo.
Alvarado,Sotavento,Chile,fructificacion,29.1,88.5,79.3,122.7,10.6,4.2,76.81,franco_arenoso,2,144,alto,lluvias,5,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Mango,fructificacion,29.1,88.5,79.3,122.7,10.6,4.2,76.81,franco_arenoso,9,144,alto,lluvias,5,no,alto,bajo,Mango,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Chile,siembra,28.1,90.6,82.1,146.5,24.6,8.4,81.83,franco_arenoso,2,162,alto,lluvias,5,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Mango,siembra,28.1,90.6,82.1,146.5,24.6,8.4,81.83,franco_arenoso,9,162,alto,lluvias,5,no,alto,bajo,Mango,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Chile,siembra,28.9,89.5,85.9,111.8,26.8,6.4,75.2,franco_arenoso,2,180,alto,lluvias,5,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Mango,siembra,28.9,89.5,85.9,111.8,26.8,6.4,75.2,franco_arenoso,9,180,alto,lluvias,5,no,alto,bajo,Mango,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Chile,siembra,25.4,72.1,19.8,32.8,10.5,7.8,46.89,franco_arenoso,3,198,alto,seca,5,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Mango,siembra,25.4,72.1,19.8,32.8,10.5,7.8,46.89,franco_arenoso,11,198,alto,seca,5,si,alto,bajo,Mango,alta,Regar por la manana y verificar humedad del suelo.
Alvarado,Sotavento,Chile,siembra,25.8,74.1,38.1,46.3,14.5,7.0,50.02,franco_arenoso,3,216,alto,seca,5,no,alto,bajo,Chile,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Alvarado,Sotavento,Mango,siembra,25.8,74.1,38.1,46.3,14.5,7.0,50.02,franco_arenoso,11,216,alto,seca,5,si,alto,bajo,Mango,alta,Regar por la manana y verificar humedad del suelo.
Papantla,Totonaca,Vainilla,siembra,23.8,72.4,24.3,40.0,27.9,3.4,48.29,franco_humifero,5,18,alto,seca,180,no,alto,bajo,Vainilla,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Papantla,Totonaca,Vainilla,siembra,23.4,72.6,14.8,62.3,28.4,3.9,52.37,franco_humifero,4,36,alto,seca,180,no,alto,bajo,Vainilla,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Papantla,Totonaca,Vainilla,crecimiento,26.9,71.4,36.9,18.8,8.2,10.6,44.12,franco_humifero,5,54,alto,seca,180,si,alto,bajo,Vainilla,alta,Regar por la manana y verificar humedad del suelo.
Papantla,Totonaca,Vainilla,crecimiento,28.4,72.9,33.8,10.6,19.8,9.6,43.17,franco_humifero,5,72,alto,seca,180,si,alto,bajo,Vainilla,alta,Regar por la manana y verificar humedad del suelo.
Papantla,Totonaca,Vainilla,crecimiento,26.8,88.9,63.9,110.4,20.7,7.0,74.74,franco_humifero,3,90,alto,lluvias,180,no,alto,bajo,Vainilla,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Papantla,Totonaca,Vainilla,floracion,26.7,89.0,68.2,218.1,12.6,4.8,92.0,franco_humifero,3,108,alto,lluvias,180,no,alto,bajo,Vainilla,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Papantla,Totonaca,Vainilla,floracion,26.5,83.9,85.5,183.4,31.4,7.7,86.13,franco_humifero,3,126,alto,lluvias,180,no,alto,bajo,Vainilla,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Papantla,Totonaca,Vainilla,fructificacion,26.5,83.9,59.0,141.7,20.8,5.9,78.62,franco_humifero,3,144,alto,lluvias,180,no,alto,bajo,Vainilla,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Papantla,Totonaca,Vainilla,siembra,24.2,89.0,77.1,255.8,28.9,8.0,92.0,franco_humifero,3,162,alto,lluvias,180,no,alto,bajo,Vainilla,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Papantla,Totonaca,Vainilla,siembra,23.9,83.8,72.6,172.5,27.7,6.8,84.13,franco_humifero,3,180,alto,lluvias,180,no,alto,bajo,Vainilla,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Papantla,Totonaca,Vainilla,siembra,21.7,68.5,30.2,9.8,31.9,3.6,41.49,franco_humifero,5,198,alto,seca,180,no,alto,bajo,Vainilla,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Papantla,Totonaca,Vainilla,siembra,22.0,75.9,29.3,54.7,18.6,7.3,52.16,franco_humifero,5,216,alto,seca,180,no,alto,bajo,Vainilla,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Naranja,siembra,24.4,72.2,17.2,69.4,13.0,4.1,53.51,franco_arenoso,8,18,alto,seca,80,si,alto,bajo,Naranja,alta,Regar por la manana y verificar humedad del suelo.
Martinez de la Torre,Nautla,Limon,siembra,24.4,72.2,17.2,69.4,13.0,4.1,53.51,franco_arenoso,7,18,alto,seca,80,no,alto,bajo,Limon,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Naranja,siembra,22.5,67.7,11.3,47.9,22.3,4.5,48.07,franco_arenoso,9,36,alto,seca,80,si,alto,bajo,Naranja,alta,Regar por la manana y verificar humedad del suelo.
Martinez de la Torre,Nautla,Limon,siembra,22.5,67.7,11.3,47.9,22.3,4.5,48.07,franco_arenoso,7,36,alto,seca,80,si,alto,bajo,Limon,alta,Regar por la manana y verificar humedad del suelo.
Martinez de la Torre,Nautla,Naranja,crecimiento,26.3,73.0,33.3,20.0,26.9,8.4,44.9,franco_arenoso,9,54,alto,seca,80,si,alto,bajo,Naranja,alta,Regar por la manana y verificar humedad del suelo.
Martinez de la Torre,Nautla,Limon,crecimiento,26.3,73.0,33.3,20.0,26.9,8.4,44.9,franco_arenoso,8,54,alto,seca,80,si,alto,bajo,Limon,alta,Regar por la manana y verificar humedad del suelo.
Martinez de la Torre,Nautla,Naranja,crecimiento,28.7,70.3,42.3,48.0,27.8,4.5,48.99,franco_arenoso,9,72,alto,seca,80,si,alto,bajo,Naranja,alta,Regar por la manana y verificar humedad del suelo.
Martinez de la Torre,Nautla,Limon,crecimiento,28.7,70.3,42.3,48.0,27.8,4.5,48.99,franco_arenoso,7,72,alto,seca,80,si,alto,bajo,Limon,alta,Regar por la manana y verificar humedad del suelo.
Martinez de la Torre,Nautla,Naranja,crecimiento,28.7,87.5,67.3,122.4,24.5,8.9,76.41,franco_arenoso,7,90,alto,lluvias,80,no,alto,bajo,Naranja,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Limon,crecimiento,28.7,87.5,67.3,122.4,24.5,8.9,76.41,franco_arenoso,6,90,alto,lluvias,80,no,alto,bajo,Limon,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Naranja,floracion,27.0,84.9,75.0,250.5,15.7,5.8,92.0,franco_arenoso,7,108,alto,lluvias,80,no,alto,bajo,Naranja,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Limon,floracion,27.0,84.9,75.0,250.5,15.7,5.8,92.0,franco_arenoso,6,108,alto,lluvias,80,no,alto,bajo,Limon,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Naranja,floracion,28.8,88.4,93.5,110.1,24.1,5.9,74.51,franco_arenoso,7,126,alto,lluvias,80,no,alto,bajo,Naranja,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Limon,floracion,28.8,88.4,93.5,110.1,24.1,5.9,74.51,franco_arenoso,6,126,alto,lluvias,80,no,alto,bajo,Limon,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Naranja,fructificacion,29.0,84.7,85.3,101.6,22.0,8.4,71.68,franco_arenoso,8,144,alto,lluvias,80,no,alto,bajo,Naranja,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Limon,fructificacion,29.0,84.7,85.3,101.6,22.0,8.4,71.68,franco_arenoso,6,144,alto,lluvias,80,no,alto,bajo,Limon,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Naranja,siembra,25.9,83.5,58.6,176.1,15.9,8.9,84.67,franco_arenoso,7,162,alto,lluvias,80,no,alto,bajo,Naranja,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Limon,siembra,25.9,83.5,58.6,176.1,15.9,8.9,84.67,franco_arenoso,6,162,alto,lluvias,80,no,alto,bajo,Limon,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Naranja,siembra,26.7,88.1,92.8,142.6,15.8,10.8,80.25,franco_arenoso,7,180,alto,lluvias,80,no,alto,bajo,Naranja,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Limon,siembra,26.7,88.1,92.8,142.6,15.8,10.8,80.25,franco_arenoso,6,180,alto,lluvias,80,no,alto,bajo,Limon,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Martinez de la Torre,Nautla,Naranja,siembra,24.6,75.9,25.6,31.3,12.5,4.8,47.95,franco_arenoso,9,198,alto,seca,80,si,alto,bajo,Naranja,alta,Regar por la manana y verificar humedad del suelo.
Martinez de la Torre,Nautla,Limon,siembra,24.6,75.9,25.6,31.3,12.5,4.8,47.95,franco_arenoso,7,198,alto,seca,80,si,alto,bajo,Limon,alta,Regar por la manana y verificar humedad del suelo.
Martinez de la Torre,Nautla,Naranja,siembra,22.9,73.6,30.0,54.2,18.5,6.5,51.27,franco_arenoso,9,216,alto,seca,80,si,alto,bajo,Naranja,alta,Regar por la manana y verificar humedad del suelo.
Martinez de la Torre,Nautla,Limon,siembra,22.9,73.6,30.0,54.2,18.5,6.5,51.27,franco_arenoso,7,216,alto,seca,80,no,alto,bajo,Limon,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Tuxpan,Huasteca Baja,Frijol,siembra,24.1,70.1,43.9,12.9,21.3,3.5,42.61,franco_arenoso,5,18,alto,seca,10,no,alto,bajo,Frijol,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Tuxpan,Huasteca Baja,Frijol,siembra,23.6,68.6,41.5,69.5,25.2,5.5,52.27,franco_arenoso,4,36,alto,seca,10,no,alto,bajo,Frijol,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Tuxpan,Huasteca Baja,Frijol,crecimiento,26.6,73.8,38.4,22.8,30.1,7.6,45.68,franco_arenoso,5,54,alto,seca,10,no,alto,bajo,Frijol,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Tuxpan,Huasteca Baja,Frijol,crecimiento,30.5,66.8,39.6,62.2,20.2,9.7,50.33,franco_arenoso,4,72,alto,seca,10,si,alto,bajo,Frijol,alta,Regar por la manana y verificar humedad del suelo.
Tuxpan,Huasteca Baja,Frijol,crecimiento,31.3,83.9,66.9,141.7,20.9,6.4,78.62,franco_arenoso,3,90,alto,lluvias,10,no,alto,bajo,Frijol,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Tuxpan,Huasteca Baja,Frijol,floracion,28.9,82.6,76.7,186.1,21.7,5.6,86.16,franco_arenoso,3,108,alto,lluvias,10,no,alto,bajo,Frijol,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Tuxpan,Huasteca Baja,Frijol,floracion,30.2,85.4,56.7,223.0,23.9,9.7,92.0,franco_arenoso,3,126,alto,lluvias,10,no,alto,bajo,Frijol,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Tuxpan,Huasteca Baja,Frijol,fructificacion,29.5,78.4,74.8,256.8,29.0,7.1,90.79,franco_arenoso,3,144,alto,lluvias,10,no,alto,bajo,Frijol,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Tuxpan,Huasteca Baja,Frijol,siembra,27.2,85.2,73.3,181.8,19.3,10.8,86.29,franco_arenoso,3,162,alto,lluvias,10,no,alto,bajo,Frijol,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Tuxpan,Huasteca Baja,Frijol,siembra,28.8,84.5,82.7,150.9,17.1,6.2,80.49,franco_arenoso,3,180,alto,lluvias,10,no,alto,bajo,Frijol,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Tuxpan,Huasteca Baja,Frijol,siembra,23.3,72.7,35.4,51.7,30.1,8.0,50.5,franco_arenoso,4,198,alto,seca,10,no,alto,bajo,Frijol,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Tuxpan,Huasteca Baja,Frijol,siembra,25.5,65.0,22.4,53.5,24.7,7.5,48.13,franco_arenoso,4,216,alto,seca,10,no,alto,bajo,Frijol,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Panuco,Huasteca Alta,Maiz,siembra,25.5,61.9,36.8,8.0,21.6,7.0,38.85,franco,6,18,alto,seca,20,si,alto,bajo,Maiz,alta,Regar por la manana y verificar humedad del suelo.
Panuco,Huasteca Alta,Maiz,siembra,26.4,67.7,8.2,16.0,11.4,5.3,42.33,franco,6,36,alto,seca,20,si,alto,bajo,Maiz,alta,Regar por la manana y verificar humedad del suelo.
Panuco,Huasteca Alta,Maiz,crecimiento,29.6,59.1,15.2,21.5,11.8,7.1,40.3,franco,6,54,alto,seca,20,si,alto,bajo,Maiz,alta,Regar por la manana y verificar humedad del suelo.
Panuco,Huasteca Alta,Maiz,crecimiento,30.2,65.4,28.5,27.5,12.8,6.7,43.59,franco,6,72,alto,seca,20,si,alto,bajo,Maiz,alta,Regar por la manana y verificar humedad del suelo.
Panuco,Huasteca Alta,Maiz,crecimiento,30.8,78.7,64.5,174.7,31.5,8.6,82.74,franco,4,90,alto,lluvias,20,no,alto,bajo,Maiz,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Panuco,Huasteca Alta,Maiz,floracion,31.4,79.9,77.6,140.3,19.9,10.3,76.97,franco,4,108,alto,lluvias,20,no,alto,bajo,Maiz,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
